,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
89,0.0,0.92,2.0,1.0,2.0,2.0,5.0,6.0,300.0,0.0,1.0,332.0,0.0
90,8.0,0.913,1.0,0.0,1.0,2.0,5.0,4.0,2277.964901664145,0.0,2.0004270082732853,140.0,0.0
91,15.0,0.91,1.0,0.0,2.0,1.0,5.0,3.0,2277.964901664145,0.0,0.0,182.0,0.0
92,0.0,0.92,2.0,0.0,2.0,2.0,2.0,3.0,300.0,6.0,1.0,13.0,1.0
93,32.0,0.682,1.0,1.0,2.0,2.0,5.0,5.0,30.0,6.0,2.0,172.0,1.0
94,0.0,0.92,2.0,1.0,2.0,2.0,5.0,10.0,300.0,2.0,1.0,48.0,0.0
95,33.0,0.802,1.0,1.0,1.0,2.0,5.0,9.0,75.0,6.0,1.0,33.0,0.0
96,6.0,0.92,2.0,0.0,1.0,1.0,5.0,2.0,300.0,6.0,1.0,142.0,0.0
97,34.0,0.579,2.0,0.0,1.0,2.0,5.0,2.0,300.0,6.0,1.0,34.0,0.0
98,33.0,0.802,1.0,1.0,2.0,2.0,5.0,6.0,75.0,6.0,2.0,14.0,1.0
99,25.0,0.55,1.0,1.0,2.0,2.0,5.0,6.0,30.0,6.0,2.0,27.0,1.0
100,25.0,0.55,1.0,1.0,2.0,2.0,5.0,8.0,300.0,6.0,1.0,24.0,1.0
101,35.0,0.878,2.0,0.0,2.0,3.0,5.0,21.0,2277.964901664145,0.0,1.0,150.0,0.0
102,0.0,0.92,2.0,1.0,2.0,2.0,5.0,11.0,750.0,2.0,5.0,20.0,0.0
103,0.0,0.92,2.0,1.0,2.0,2.0,5.0,5.0,750.0,0.0,1.0,140.0,0.0
104,15.0,0.91,1.0,1.0,2.0,2.0,5.0,12.0,7500.0,6.0,1.0,52.0,0.0
105,23.0,0.939,1.0,1.0,2.0,2.0,5.0,21.0,75.0,6.0,2.0,160.0,0.0
106,36.0,0.897,1.0,1.0,2.0,3.0,5.0,9.0,7500.0,6.0,2.0,3.0,0.0
107,2.0,0.624,1.0,1.0,2.0,2.0,5.0,2.0,9.0,6.0,2.0,2.0,1.0
108,15.0,0.91,1.0,1.0,2.0,2.0,5.0,21.0,3000.0,6.0,5.0,28.0,0.0
109,22.0,0.754,1.0,1.0,2.0,2.0,1.0,21.0,2277.964901664145,0.0,4.0,46.0,0.0
110,13.0,0.855,1.0,1.0,2.0,2.0,5.0,8.0,75.0,6.0,1.0,210.0,0.0
111,9.0,0.926,1.0,1.0,2.0,2.0,5.0,10.0,9.0,6.0,1.0,36.0,0.0
112,37.0,0.949,1.0,0.0,1.0,2.0,5.0,4.0,2277.964901664145,0.0,1.0,160.0,1.0
113,2.0,0.624,1.0,1.0,1.0,2.0,5.0,2.0,30.0,2.0,2.0,101.0,0.0
114,9.0,0.926,1.0,1.0,2.0,3.0,5.0,6.0,75.0,0.0,1.0,46.0,0.0
115,38.0,0.925,1.0,1.0,2.0,2.0,5.0,21.0,3000.0,6.0,5.0,19.0,0.0
116,2.0,0.624,1.0,1.0,2.0,2.0,5.0,3.0,300.0,6.0,2.0,26.0,1.0
117,27.0,0.698,2.0,1.0,1.0,2.0,5.0,7.0,9.0,2.0,1.0,90.0,0.0
118,39.0,0.8959999999999999,1.0,1.0,2.0,2.0,5.0,9.0,9.0,6.0,4.0,59.0,0.0
119,6.0,0.92,1.0,1.0,0.0,2.0,4.0,10.0,75.0,4.0,1.0,260.0,0.0
120,2.0,0.624,2.0,1.0,2.0,2.0,5.0,11.0,75.0,6.0,5.0,74.0,0.0
121,15.0,0.91,1.0,1.0,2.0,4.0,5.0,21.0,300.0,6.0,2.0,20.0,1.0
122,35.0,0.878,1.0,1.0,2.0,2.0,5.0,12.0,300.0,6.0,2.0,8.0,0.0
123,0.0,0.92,1.0,1.0,2.0,2.0,5.0,6.0,300.0,6.0,1.0,131.0,0.0
124,40.0,0.836,1.0,1.0,1.0,3.0,5.0,7.0,2277.964901664145,0.0,1.0,45.0,0.0
125,41.0,0.693,1.0,1.0,1.0,2.0,5.0,11.0,30.0,6.0,2.0,109.0,0.0
126,13.0,0.855,1.0,1.0,2.0,2.0,2.0,3.0,300.0,6.0,1.0,70.0,0.0
127,0.0,0.92,2.0,1.0,2.0,2.0,5.0,21.0,300.0,2.0,5.0,17.0,0.0
128,0.0,0.92,2.0,0.0,2.0,3.0,5.0,15.0,75.0,6.0,1.0,51.0,0.0
129,0.0,0.92,2.0,1.0,2.0,2.0,5.0,6.0,75.0,6.0,3.0,60.0,1.0
130,28.0,0.893,2.0,0.0,2.0,4.0,5.0,21.0,3000.0,5.0,5.0,4.0,0.0
131,9.0,0.926,1.0,0.0,2.0,2.0,5.0,12.0,300.0,6.0,5.0,7.0,0.0
132,12.0,0.804,2.0,1.0,2.0,3.0,5.0,21.0,300.0,6.0,3.0,164.0,0.0
133,18.0,0.6659999999999999,1.0,1.0,2.0,2.0,5.0,20.0,2277.964901664145,0.0,4.0,290.0,0.0
134,12.0,0.804,1.0,0.0,2.0,1.0,5.0,2.0,9.0,2.0,0.0,145.0,0.0
135,0.0,0.92,2.0,0.0,2.0,4.0,5.0,10.100141413083328,2277.964901664145,0.0,2.0004270082732853,70.0,0.0
136,2.0,0.624,1.0,0.0,2.0,2.0,5.0,3.0,2277.964901664145,0.0,1.0,24.0,0.0
137,0.0,0.92,1.0,0.0,2.0,3.0,2.0,3.0,10001.0,6.0,1.0,133.0,1.0
138,25.0,0.55,2.0,0.0,1.0,2.0,5.0,2.0,2277.964901664145,0.0,1.0,20.0,0.0
139,0.0,0.92,1.0,1.0,2.0,2.0,5.0,10.0,9.0,4.0,1.0,76.0,0.0
140,27.0,0.698,2.0,0.0,1.0,3.0,5.0,5.0,2277.964901664145,0.0,4.0,21.0,1.0
141,2.0,0.624,2.0,1.0,2.0,2.0,1.0,8.0,7500.0,6.0,2.0,34.0,0.0
142,6.0,0.92,1.0,0.0,2.0,2.0,5.0,9.0,9.0,6.0,2.0,15.0,0.0
143,30.0,0.866,1.0,0.0,2.0,2.0,5.0,21.0,2277.964901664145,0.0,5.0,156.0,0.0
144,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,7500.0,6.0,5.0,15.0,0.0
145,9.0,0.926,2.0,1.0,2.0,3.0,5.0,21.0,2277.964901664145,0.0,0.0,120.0,0.0
146,42.0,0.769,2.0,1.0,2.0,2.0,0.0,14.0,10001.0,0.0,5.0,47.0,0.0
147,22.0,0.754,1.0,1.0,2.0,2.0,5.0,12.0,2277.964901664145,0.0,2.0,100.0,1.0
148,13.0,0.855,1.0,1.0,0.0,2.0,5.0,6.0,750.0,6.0,0.0,102.0,0.0
149,0.0,0.92,1.0,0.0,2.0,1.0,5.0,4.0,2277.964901664145,0.0,0.0,52.0,0.0
150,9.0,0.926,2.0,1.0,2.0,1.0,5.0,9.0,30.0,0.0,4.0,39.0,0.0
151,0.0,0.92,1.0,1.0,1.0,1.0,5.0,4.0,2277.964901664145,0.0,1.0,112.0,1.0
152,0.0,0.92,1.0,0.0,2.0,4.0,5.0,21.0,75.0,6.0,5.0,14.0,0.0
153,15.0,0.91,2.0,1.0,2.0,2.0,5.0,11.0,2277.964901664145,0.0,1.0,4.0,0.0
154,15.0,0.91,2.0,1.0,2.0,3.0,3.0,21.0,3000.0,2.0,5.0,55.0,0.0
155,2.0,0.624,1.0,1.0,2.0,2.0,5.0,6.0,10001.0,6.0,4.0,49.0,1.0
156,15.0,0.91,1.0,1.0,2.0,2.0,5.0,15.0,2277.964901664145,0.0,5.0,72.0,0.0
157,43.0,0.925,1.0,1.0,1.0,2.0,5.0,14.0,7500.0,6.0,3.0,141.0,1.0
158,9.0,0.926,1.0,0.0,2.0,1.0,5.0,6.0,2277.964901664145,6.0,0.0,28.0,0.0
159,0.0,0.92,1.0,1.0,2.0,2.0,5.0,13.0,10001.0,6.0,1.0,6.0,0.0
160,0.0,0.92,1.0,1.0,2.0,2.0,0.0,17.0,7500.0,6.0,1.0,125.0,0.0
161,23.0,0.939,2.0,1.0,2.0,2.0,5.0,21.0,2277.964901664145,0.0,0.0,326.0,0.0
162,0.0,0.92,1.0,1.0,2.0,2.0,1.0,21.0,300.0,6.0,2.0,33.0,0.0
163,12.0,0.804,2.0,0.0,2.0,3.0,5.0,6.0,10001.0,6.0,5.0,40.0,0.0
164,6.0,0.92,1.0,1.0,2.0,2.0,5.0,18.0,2277.964901664145,0.0,1.0,198.0,1.0
165,0.0,0.92,2.0,1.0,2.0,3.0,5.0,15.0,10001.0,6.0,5.0,55.0,0.0
166,44.0,0.698,1.0,0.0,2.0,2.0,5.0,21.0,750.0,6.0,5.0,32.0,0.0
167,0.0,0.92,1.0,1.0,2.0,2.0,3.0,21.0,300.0,6.0,5.0,11.0,0.0
168,22.0,0.754,1.0,1.0,2.0,2.0,5.0,21.0,9.0,6.0,1.0,41.0,0.0
169,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,10001.0,5.0,5.0,87.0,1.0
170,13.0,0.855,1.0,1.0,2.0,3.0,5.0,10.0,300.0,6.0,4.0,114.0,0.0
171,45.0,0.698,2.0,1.0,2.0,2.0,5.0,21.0,2277.964901664145,0.0,5.0,33.0,0.0
172,27.0,0.698,1.0,1.0,0.0,3.0,5.0,5.0,9.0,3.0,1.0,15.0,0.0
173,15.0,0.91,2.0,0.0,1.0,1.0,5.0,3.0,2277.964901664145,0.0,1.0,8.0,0.0
174,35.0,0.878,2.0,1.0,0.0,1.0,5.0,2.0,300.0,2.0,1.0,22.0,0.0
175,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,7500.0,6.0,4.0,13.0,0.0
176,37.0,0.949,1.0,1.0,2.0,2.0,5.0,21.0,9.0,5.0,1.0,246.0,0.0
177,0.0,0.92,1.0,1.0,2.0,3.0,5.0,9.0,30.0,6.0,1.0,22.0,0.0
178,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,9.0,4.0,1.0,81.0,0.0
179,46.0,0.7759999999999999,2.0,1.0,1.0,2.0,5.0,4.0,30.0,4.0,1.0,11.0,0.0
180,47.0,0.698,1.0,0.0,1.0,2.0,5.0,5.0,7500.0,0.0,2.0004270082732853,24.0,1.0
181,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,300.0,4.0,1.0,50.0,0.0
182,17.0,0.924,1.0,0.0,1.0,1.0,5.0,6.0,2277.964901664145,0.0,0.0,15.0,0.0
183,48.0,0.939,1.0,1.0,2.0,3.0,5.0,21.0,30.0,6.0,5.0,31.0,0.0
184,9.0,0.926,1.0,1.0,2.0,3.0,5.0,21.0,75.0,6.0,0.0,84.0,0.0
185,36.0,0.897,1.0,1.0,0.0,2.0,5.0,4.0,10001.0,6.0,1.0,42.0,0.0
186,2.0,0.624,1.0,1.0,2.0,2.0,5.0,10.0,30.0,6.0,5.0,105.0,1.0
187,0.0,0.92,2.0,1.0,2.0,2.0,5.0,21.0,75.0,6.0,5.0,72.0,0.0
188,3.0,0.789,1.0,1.0,2.0,2.0,5.0,14.0,30.0,6.0,5.0,42.0,1.0
189,47.0,0.698,1.0,1.0,2.0,2.0,5.0,15.0,75.0,3.0,1.0,152.0,0.0
190,0.0,0.92,1.0,1.0,2.0,2.0,5.0,12.0,10001.0,6.0,1.0,60.0,0.0
191,2.0,0.624,1.0,0.0,1.0,3.0,5.0,2.0,2277.964901664145,0.0,0.0,8.0,0.0
192,15.0,0.91,1.0,0.0,1.0,3.0,5.0,13.0,2277.964901664145,0.0,3.0,17.0,1.0
193,20.0,0.923,1.0,0.0,2.0,1.0,5.0,1.0,2277.964901664145,0.0,1.0,33.0,0.0
194,15.0,0.91,1.0,1.0,2.0,3.0,5.0,4.0,300.0,4.0,0.0,38.0,0.0
195,0.0,0.92,1.0,1.0,2.0,2.0,2.0,14.0,9.0,3.0,2.0,178.0,0.0
196,6.0,0.92,1.0,1.0,2.0,2.0,5.0,15.0,75.0,6.0,1.0,11.0,0.0
197,28.0,0.893,1.0,1.0,2.0,1.0,5.0,21.0,2277.964901664145,0.0,0.0,87.0,0.0
198,33.0,0.802,1.0,1.0,2.0,2.0,5.0,13.0,2277.964901664145,0.0,0.0,84.0,0.0
199,16.0,0.884,1.0,1.0,2.0,2.0,5.0,21.0,300.0,3.0,2.0,32.0,0.0
200,14.0,0.887,1.0,1.0,2.0,3.0,5.0,9.0,300.0,6.0,1.0,31.0,1.0
201,2.0,0.624,1.0,0.0,2.0,2.0,5.0,2.0,750.0,5.0,1.0,39.0,0.0
202,49.0,0.775,2.0,1.0,2.0,2.0,5.0,7.0,30.0,6.0,1.0,12.0,0.0
203,2.0,0.624,2.0,1.0,1.0,2.0,5.0,5.0,10001.0,6.0,1.0,50.0,0.0
204,50.0,0.903,1.0,1.0,2.0,2.0,5.0,3.0,300.0,6.0,1.0,55.0,1.0
205,25.0,0.55,1.0,1.0,2.0,2.0,5.0,5.0,75.0,6.0,2.0004270082732853,7.0,1.0
206,0.0,0.92,1.0,1.0,2.0,3.0,2.0,2.0,75.0,3.0,1.0,104.0,0.0
207,6.0,0.92,1.0,1.0,1.0,2.0,4.0,21.0,2277.964901664145,0.0,5.0,90.0,1.0
208,0.0,0.92,1.0,1.0,2.0,3.0,1.0,21.0,300.0,6.0,5.0,8.0,0.0
209,2.0,0.624,1.0,0.0,1.0,2.0,5.0,2.0,2277.964901664145,0.0,0.0,102.0,0.0
210,2.0,0.624,1.0,1.0,2.0,3.0,5.0,0.0,30.0,6.0,1.0,202.0,1.0
211,51.0,0.555,2.0,1.0,2.0,2.0,5.0,4.0,300.0,6.0,1.0,22.0,0.0
212,2.0,0.624,1.0,0.0,1.0,2.0,5.0,3.0,2277.964901664145,6.0,0.0,42.0,0.0
213,6.0,0.92,2.0,0.0,2.0,0.0,5.0,4.0,2277.964901664145,6.0,0.0,50.0,0.0
214,2.0,0.624,1.0,1.0,2.0,3.0,5.0,3.0,75.0,4.0,1.0,88.0,0.0
215,22.0,0.754,2.0,1.0,2.0,2.0,5.0,5.0,3000.0,6.0,4.0,81.0,0.0
216,0.0,0.92,1.0,1.0,2.0,3.0,5.0,21.0,10001.0,6.0,1.0,7.0,0.0
217,2.0,0.624,1.0,0.0,2.0,2.0,5.0,3.0,2277.964901664145,6.0,0.0,218.0,0.0
218,15.0,0.91,1.0,1.0,2.0,2.0,5.0,21.0,10001.0,6.0,5.0,62.0,0.0
219,0.0,0.92,1.0,1.0,2.0,2.0,5.0,6.0,75.0,6.0,1.0,83.0,0.0
220,48.0,0.939,1.0,1.0,2.0,2.0,5.0,9.0,3000.0,6.0,5.0,11.0,0.0
221,9.0,0.926,1.0,0.0,0.0,4.0,5.0,21.0,75.0,0.0,5.0,10.0,0.0
222,48.0,0.939,1.0,1.0,2.0,3.0,5.0,10.0,3000.0,6.0,1.0,114.0,0.0
223,2.0,0.624,2.0,1.0,2.0,3.0,5.0,3.0,75.0,6.0,1.0,36.0,0.0
224,12.0,0.804,2.0,0.0,2.0,3.0,5.0,6.0,30.0,6.0,1.0,17.0,0.0
225,15.0,0.91,1.0,0.0,1.0,2.0,5.0,2.0,2277.964901664145,0.0,0.0,80.0,1.0
226,6.0,0.92,1.0,1.0,0.0,2.0,5.0,21.0,75.0,5.0,5.0,108.0,0.0
227,0.0,0.92,1.0,1.0,2.0,2.0,5.0,2.0,300.0,6.0,2.0,45.0,0.0
228,0.0,0.92,1.0,0.0,1.0,2.0,5.0,5.0,2277.964901664145,0.0,0.0,77.0,0.0
229,9.0,0.926,1.0,1.0,2.0,3.0,5.0,15.0,300.0,6.0,2.0,8.0,0.0
230,35.0,0.878,2.0,0.0,2.0,2.0,5.0,5.0,2277.964901664145,0.0,1.0,28.0,0.0
231,52.0,0.727,2.0,1.0,2.0,2.0,5.0,9.0,300.0,4.0,5.0,37.0,0.0
232,15.0,0.91,1.0,0.0,1.0,2.0,5.0,2.0,2277.964901664145,0.0,2.0,108.0,1.0
233,0.0,0.92,1.0,1.0,2.0,2.0,5.0,13.0,750.0,6.0,2.0,162.0,0.0
234,22.0,0.754,2.0,1.0,1.0,1.0,5.0,9.0,2277.964901664145,0.0,5.0,41.0,0.0
235,50.0,0.903,1.0,1.0,2.0,3.0,5.0,19.0,300.0,6.0,4.0,4.0,0.0
236,16.0,0.884,2.0,0.0,2.0,4.0,5.0,3.0,3000.0,5.0,1.0,41.0,0.0
237,50.0,0.903,2.0,1.0,2.0,2.0,5.0,17.0,10001.0,6.0,2.0,12.0,0.0
238,0.0,0.92,1.0,1.0,2.0,2.0,5.0,21.0,75.0,6.0,1.0,190.0,0.0
239,2.0,0.624,1.0,1.0,2.0,2.0,5.0,7.0,75.0,6.0,5.0,29.0,1.0
240,0.0,0.92,1.0,1.0,2.0,2.0,5.0,6.0,300.0,5.0,1.0,11.0,0.0
241,0.0,0.92,1.0,0.0,1.0,1.0,5.0,3.0,10001.0,6.0,1.0,30.0,0.0
242,0.0,0.92,1.0,1.0,2.0,3.0,5.0,13.0,300.0,0.0,5.0,39.0,0.0
243,12.0,0.804,1.0,1.0,1.0,1.0,5.0,9.0,2277.964901664145,0.0,1.0,16.0,0.0
244,9.0,0.926,1.0,0.0,2.0,2.0,5.0,21.0,75.0,6.0,5.0,5.0,0.0
245,53.0,0.698,1.0,0.0,1.0,1.0,5.0,8.0,2277.964901664145,0.0,0.0,39.0,0.0
246,9.0,0.926,1.0,1.0,2.0,3.0,5.0,10.0,75.0,6.0,5.0,29.0,0.0
247,2.0,0.624,2.0,1.0,1.0,3.0,5.0,4.0,75.0,2.0,2.0,210.0,0.0
248,0.0,0.92,0.0,0.0,0.0,1.0,5.0,6.0,75.0,4.0,1.0,54.0,0.0
